playerid,displayname,height,weight,dob,position,origin
2022877689,"Wilmot, Darcy",183.0,75.0,2003-12-31,Defender,Northern Knights
2013874109,"Wilson, Blayne",188.0,89.0,1992-01-26,Defender,Peel Thunder
2012871731,"Wilson, Nathan",185.0,81.0,1993-01-07,Defender,WA
2018876297,"Wilson, Patrick",188.0,89.0,1994-12-11,Midfield,Sturt
2021878393,"Wilson, Tom",194.0,77.0,1997-06-14,Forward,Vic Metro
2021875898,"Winder, Isiah",180.0,79.0,2002-05-16,"Defender, Midfield",Peel Thunder
2003876747,"Winderlich, Jason",188.0,82.0,1984-10-10,"Defender, Forward",Gippsland Power
2022879379,"Windhager, Marcus",185.0,86.0,2003-05-16,"Defender, Midfield",Sandringham Dragons
2013873126,"Wines, Ollie",190.0,99.0,1994-10-07,Midfield,Bendigo Pioneers
2012874810,"Wingard, Chad",183.0,85.0,1993-07-29,"Midfield, Forward",Sturt
2017878846,"Witherden, Alex",188.0,85.0,1998-09-10,Defender,Geelong Falcons
2013871743,"Witts, Jarrod",209.0,111.0,1992-09-13,Ruck,Sydney University
2023877479,"Woewodin, Taj",182.0,81.0,2003-03-26,Forward,East Fremantle
1999874505,"Wojcinski, David",180.0,80.0,1980-09-18,Defender,Gippsland Power
2005876999,"Wood, Cameron",204.0,107.0,1987-03-04,Ruck,Collingwood
2009879614,"Wood, Easton",187.0,86.0,1989-09-04,Defender,Camperdown
2014878237,"Wood, Mason",192.0,87.0,1993-09-13,Forward,Geelong Falcons
2020874600,"Woodcock, Boyd",179.0,76.0,2000-03-05,Forward,North Adelaide
2014876049,"Woodward, Alex",181.0,77.0,1993-06-11,Midfield,Sandringham Dragons
2023871281,"Worner, Karl",188.0,83.0,2002-06-16,Defender,Oakleigh Chargers
2018871911,"Worpel, James",185.0,85.0,1999-01-24,Midfield,Geelong Falcons
2021873869,"Worrell, Josh",195.0,74.0,2001-04-11,"Defender, Forward",Sandringham Dragons
2011872696,"Wright, Matthew",178.0,75.0,1989-12-14,Forward,North Adelaide
2013871058,"Wright, Nathan",185.0,82.0,1994-02-16,Forward,Dandenong Stingrays
2015873891,"Wright, Peter",203.0,103.0,1996-09-08,"Forward, Ruck",Calder Cannons
2009872221,"Wright, Sam",188.0,85.0,1990-07-15,Defender,Murray Bushrangers
2012871162,"Wrigley, Stephen",187.0,83.0,1987-04-18,Defender,Labrador
2020881875,"Xerri, Tristan",201.0,94.0,1999-03-15,"Forward, Ruck",Western Jets
2012896089,"Yagmoor, Peter",180.0,82.0,1993-10-20,Defender,Morningside
2009896563,"Yarran, Chris",180.0,82.0,1990-12-19,Defender,Swan Districts
2016892098,"Yarran, Shane",185.0,79.0,1989-06-02,Forward,Subiaco
2012897871,"Yeo, Elliot",190.0,89.0,1993-10-01,Midfield,East Fremantle
2012895734,"Young, Aaron",189.0,84.0,1992-12-06,Forward,Eastern Ranges
2005893434,"Young, Clinton",189.0,88.0,1986-02-16,"Defender, Midfield",GWV Rebels
2020891340,"Young, Hayden",188.0,82.0,2001-04-11,Defender,Dandenong Stingrays
2019898589,"Young, Lachie",189.0,81.0,1999-04-06,Defender,Mt Eliza Football Netball Club
2017899644,"Young, Lewis",197.0,96.0,1998-12-20,Defender,Sturt
2019898324,"Young, Robbie",178.0,76.0,1995-03-02,Forward,North Adelaide
2011892729,"Young, Tom",191.0,91.0,1992-04-26,Defender,Campbelltown
2023893336,"Young, Tylar",196.0,97.0,1998-09-05,Defender,Richmond
2009901367,"Zaharakis, David",180.0,79.0,1990-02-21,Forward,Northern Knights
2019904747,"Zerk-Thatcher, Brandon",195.0,86.0,1998-08-25,Defender,Sturt
2009901211,"Ziebell, Jack",188.0,89.0,1991-02-28,"Midfield, Forward",Murray Bushrangers
2012905229,"Zorko, Dayne",175.0,78.0,1989-02-09,Midfield,Broadbeach
2017901846,"Zurhaar, Cameron",189.0,90.0,1998-05-22,Forward,East Fremantle
